lat,lng
-10.4200,-61.2800
-10.4200,-61.2600
-12.9200,-53.4500
-14.1400,-52.7600
-10.4400,-61.3000
-6.1300,-53.3000
-16.7800,-57.5200
-10.4400,-61.2800
-9.7014,-63.9131
-9.7879,-67.6159
-9.8102,-64.5011
-11.6405,-65.0578
-7.8484,-72.9101
-8.4601,-72.7940
-10.6307,-69.1465
-9.7943,-67.7343
-9.4083,-67.7837
-11.7300,-54.5600
-11.7300,-54.5400
-11.9700,-56.6200
-11.9700,-56.6000
-12.0300,-56.7200
-12.0300,-56.7000
-12.0400,-56.7000
-12.0300,-56.6800
-12.0500,-56.6800
-13.9400,-44.0300
-12.0800,-53.5200
-14.3500,-47.6400
-14.4300,-50.6300
-12.1700,-54.2100
-12.1700,-54.1900
-17.3300,-56.2800
-17.3300,-56.2400
-11.6390,-65.0593
-9.7563,-64.2094
-10.7500,-65.1800
-11.0900,-49.7800
-11.2300,-54.0900
-11.2300,-54.0700
-11.3000,-55.4300
-11.3200,-55.4300
-11.4200,-54.0300
-4.1300,-51.0200
-7.8300,-48.3100
-7.8300,-48.2900
-4.2200,-46.0700
-8.3700,-56.2700
-8.4400,-50.9100
-8.5700,-51.2100
-12.8700,-53.4300
-8.7600,-54.5200
-4.3200,-50.7200
-8.7300,-61.4400
-8.7400,-61.4400
-8.7400,-61.4200
-8.7800,-61.4400
-4.3700,-55.4400
-8.7800,-61.4200
-8.8000,-61.4400
-8.8000,-61.4200
-12.8700,-53.4100
-14.1200,-52.8100
-11.4100,-54.0600
-17.3500,-56.2800
-12.1900,-54.2100
-17.3700,-56.3000
-17.3700,-56.2300
-17.3900,-56.2900
-12.5100,-54.7700
-17.3900,-56.2300
-17.4100,-56.2900
-12.5400,-54.6600
-17.4100,-56.2700
-17.4100,-56.2500
-12.5400,-54.6800
-17.6500,-50.0500
-17.6700,-50.0500
-17.6800,-53.0700
-18.4600,-50.1700
-18.7100,-57.5700
-19.8400,-55.5300
-12.5600,-54.6400
-12.5400,-54.6400
-12.5600,-54.6800
-14.0900,-52.7600
-4.2600,-47.9700
-2.8500,-54.4700
-10.2900,-50.3200
-10.2900,-50.2700
-15.7509,-59.7033
-15.7440,-59.7049
-10.2303,-64.4728
-10.2230,-64.4657
-15.7249,-59.7162
-9.7475,-64.2068
-10.0598,-68.7594
-15.7217,-59.7658
-10.9923,-68.6177
-8.9900,-60.6100
-8.9900,-60.5900
-9.0100,-60.6000
-9.0100,-60.5900
-9.3100,-50.1400
-9.7098,-64.1239
-10.9051,-69.1500
-7.6610,-72.3901
-9.9961,-64.3147
-9.5549,-68.7158
-8.3037,-72.8142
-9.7176,-67.9678
-9.7034,-64.2201
-9.3000,-50.1400
-9.3100,-50.1100
-9.2600,-57.1200
-9.2900,-56.4300
-9.3000,-56.8000
-9.3200,-56.8200
-15.7454,-59.7066
-15.7385,-59.7082
-10.2470,-64.4697
-15.7316,-59.7098
-9.7096,-64.0423
-15.7375,-59.7364
-10.1433,-63.9761
-15.7277,-59.7247
-15.7262,-59.7181
-10.2297,-64.4730
-15.7193,-59.7197
-10.5769,-68.7151
-10.1580,-69.3240
-15.7775,-60.2070
-10.9266,-68.5213
-15.7707,-60.2084
-10.4292,-67.9134
-15.5842,-59.8559
-10.2196,-64.7031
-15.5856,-59.8624
-15.4509,-59.9995
-10.2203,-64.7070
-15.1561,-59.4867
-10.4652,-68.1653
-9.8839,-67.8978
-15.1489,-59.4875
-10.9898,-68.9617
-15.1504,-59.4942
-15.1523,-59.4880
-15.1536,-59.4937
-10.4660,-68.1699
-15.1467,-59.4959
-15.0684,-60.0550
-15.0669,-60.0482
-9.9984,-63.7369
-15.0585,-60.0430
-8.4649,-72.8013
-10.5037,-68.3798
-9.2725,-64.5039
-15.0600,-60.0499
-9.9924,-63.7380
-9.4234,-67.8427
-15.0632,-60.0639
-15.0616,-60.0568
-15.0517,-60.0446
-9.8345,-64.5688
-15.0533,-60.0516
-10.5812,-68.7144
-15.7318,-59.7146
-15.7363,-59.7345
-15.7264,-59.7228
-9.7300,-50.0100
-9.6400,-64.2700
-9.8100,-51.5300
-9.6400,-64.2500
-9.7900,-56.6100
-9.8900,-49.6100
-9.8900,-49.5900
-9.9700,-51.7600
-10.0300,-59.1400
-10.0300,-64.2900
-10.1400,-58.8200
-10.2900,-51.5900
-10.2900,-51.5500
-10.2900,-51.5700
-10.3100,-50.3200
-10.3100,-51.5900
-10.3100,-51.5400
-10.3500,-50.2900
-10.3400,-57.8000
-10.3500,-50.2500
-10.3700,-50.2900
-10.3700,-50.2700
-10.4500,-53.1100
-10.4100,-57.9600
-10.4600,-53.1100
-10.4600,-53.0900
-10.4000,-61.3000
-10.4000,-61.2800
-10.4200,-61.3000
-10.5000,-52.0700
-10.4200,-61.2800
-10.4400,-61.3200
-10.4400,-61.3000
-10.4400,-61.2800
-10.7300,-49.8900
-10.7500,-49.8800
-10.7700,-49.8800
-10.7300,-49.8600
-10.7600,-51.8800
-10.8100,-51.0700
-13.2600,-56.7900
-10.8100,-51.0500
-10.8300,-51.0700
-13.2600,-56.7700
-13.3700,-54.2900
-13.3500,-54.3100
-13.3500,-54.2900
-13.3700,-54.3100
-13.5200,-60.9900
-14.0800,-52.7900
-14.1000,-52.7900
-14.1000,-52.7700
-14.1200,-52.7800
-14.1200,-52.7600
-14.5300,-57.8800
-14.5000,-51.8700
-9.9915,-63.7335
-15.0548,-60.0587
-15.0464,-60.0533
-10.0864,-64.2546
-15.0482,-60.0611
-10.4289,-67.9119
-9.2733,-64.5081
-15.0672,-60.0494
-10.0872,-64.2588
-11.8442,-65.0009
-10.0954,-64.3014
-9.6877,-64.1370
-9.6451,-67.4478
-10.1619,-65.1534
-10.0011,-64.3094
-9.7025,-64.2154
-9.9953,-64.3103
-9.3660,-68.6386
-9.2950,-68.3015
-8.4696,-63.9164
-9.5991,-63.8992
-9.6768,-68.1925
-8.4705,-63.9211
-9.4043,-67.8713
-9.4052,-67.8763
-10.2617,-67.2890
-9.7138,-67.9733
-9.5505,-68.7166
-9.3996,-67.8722
-9.3903,-67.8739
-9.0728,-72.2060
-9.5388,-68.7274
-9.6326,-63.9117
-9.6108,-67.4214
-12.5600,-54.6600
-12.7800,-54.0200
-4.3700,-55.4400
-4.3900,-55.4400
-12.9200,-53.4500
-4.8900,-47.5600
-4.9100,-47.5600
-12.9200,-53.4300
-5.1800,-49.0500
-5.2000,-49.0500
-5.2000,-49.0300
-5.8300,-51.5900
-5.8900,-53.4900
-5.9100,-53.4900
-6.1500,-53.3200
-6.1500,-53.3000
-6.1600,-55.5900
-12.9200,-53.4100
-6.1600,-55.6100
-12.9300,-52.9300
-6.4000,-44.0900
-6.4000,-44.0700
-6.4200,-44.0900
-6.4900,-44.5900
-6.5100,-52.8900
-6.5100,-44.5700
-6.5400,-62.9400
-6.5400,-62.9200
-6.5600,-62.9400
-6.8100,-52.3800
-6.8300,-52.3800
-7.0200,-50.9100
-7.0300,-50.7600
-6.8300,-52.3600
-7.0300,-50.7400
-7.0800,-49.3200
-4.2300,-46.0700
-4.3200,-50.7200
-7.0800,-49.3000
-7.1000,-49.3200
-4.2200,-46.0700
-12.9200,-53.4700
-4.2300,-46.0900
-7.1000,-49.2900
-12.9200,-53.4900
-7.1500,-49.2700
-4.2200,-46.0900
-4.1500,-51.0400
-7.2500,-64.7400
-12.9100,-52.9100
-4.1300,-51.0200
-7.1700,-49.2700
-4.0800,-54.2900
-7.3400,-55.3700
-12.8900,-53.4500
-3.9600,-51.9800
-7.3400,-55.3500
-3.6600,-45.7400
-12.8700,-53.4100
-6.4200,-44.0700
-7.3600,-55.3700
-12.8800,-53.4700
-7.4700,-50.8400
-4.1300,-51.0400
-3.5300,-54.6100
-13.2100,-50.7300
-3.5100,-54.6100
-13.2100,-50.7100
-12.8700,-53.4300
-12.8800,-62.2000
-3.2100,-50.2400
-7.8600,-49.3600
-7.8800,-49.3600
-3.4200,-54.2700
-3.2000,-54.2800
-7.4900,-61.3800
-7.8800,-49.3400
-12.9000,-53.5400
-12.9000,-53.4800
-12.8700,-53.4100
-12.9000,-53.4200
-20.9300,-48.0200
-17.3500,-56.2800
-20.9300,-47.9700
-20.9600,-48.0400
-6.4500,-44.5800
-6.4500,-44.5400
-6.4800,-44.5900
-7.0800,-49.3000
-8.3600,-48.8800
-7.0800,-49.3600
-9.6600,-48.8200
-9.6600,-48.7600
-9.6900,-48.8200
-11.1100,-49.8000
-12.4700,-53.1200
-12.8800,-53.5900
-12.8400,-53.3900
-12.8700,-53.5300
-12.8700,-53.4700
-11.0500,-49.9500
-11.1100,-49.7500
-11.0600,-50.0000
-12.8800,-52.8600
-9.3857,-67.8747
-9.4215,-68.0789
-9.6335,-63.9163
-9.4446,-68.2114
-13.4558,-60.1941
-13.4569,-60.1882
-8.9065,-67.4145
-9.6949,-64.4273
-12.6869,-60.2706
-12.9994,-62.6019
-13.0004,-62.6068
-12.9922,-62.5982
-8.9075,-67.4200
-12.9932,-62.6031
-13.0008,-62.6047
-12.9946,-62.6059
-12.9936,-62.6010
-8.9946,-72.4896
-9.0787,-68.4396
-10.3137,-68.0081
-12.8816,-62.2062
-9.4562,-67.3026
-12.8806,-62.2010
-12.2913,-60.3389
-12.8366,-62.8633
-9.0601,-68.4664
-12.3135,-60.6704
-12.5688,-62.1501
-12.5346,-62.0183
-12.5737,-62.1500
-9.1921,-69.2354
-10.3083,-68.0043
-12.2313,-60.7551
-12.4449,-62.1042
-12.4442,-62.1071
-11.8055,-60.6648
-8.8610,-67.3550
-12.1606,-62.9064
-12.0095,-62.4767
-12.1400,-63.1502
-12.1409,-63.1548
-9.0556,-68.4671
-10.5895,-69.6466
-12.1418,-63.1595
-9.4513,-67.3034
-12.0127,-62.4740
-12.1386,-63.1495
-12.1395,-63.1541
-8.7979,-67.1427
-12.1404,-63.1587
-11.5063,-60.5750
-11.5097,-60.5747
-11.9503,-62.8029
-9.0089,-68.3331
-10.5901,-69.6502
-11.9513,-62.8079
-9.0097,-68.3378
-9.2910,-68.1147
-8.5578,-64.1478
-8.2201,-72.9280
-9.6496,-64.0981
-9.5273,-67.1669
-9.2789,-68.1266
-9.0617,-72.2289
-9.3115,-68.3100
-10.0960,-64.3006
-11.2034,-65.0943
-9.9754,-63.7207
-9.6954,-63.9144
-11.2025,-65.0957
-9.9762,-63.7253
-9.9615,-63.6805
-8.4045,-72.5822
-9.7496,-64.2061
-9.9490,-68.7210
-9.9840,-63.7999
-9.5630,-68.7100
-9.9562,-63.6858
-9.7128,-64.0411
-10.0486,-64.3051
-10.8929,-65.0492
-10.8874,-65.0503
-10.0478,-64.3008
-10.8927,-65.0497
-9.7341,-64.1553
-9.9214,-68.7170
-10.8872,-65.0508
-10.0428,-64.3062
-9.9269,-63.7294
-9.7445,-64.2115
-10.0305,-64.2730
-10.0313,-64.2774
-10.7814,-64.9416
-9.8160,-64.5975
-9.7586,-67.8574
-10.5907,-64.0433
-10.8301,-68.6671
-9.5674,-68.7359
-10.5924,-64.0427
-10.5929,-64.1102
-10.0255,-64.2786
-10.5870,-64.1112
-9.7437,-64.2072
-10.5771,-64.0908
-10.9093,-69.1493
-10.5713,-64.0919
-10.5687,-64.1104
-10.0238,-64.2698
-10.4793,-68.3651
-9.9251,-68.7158
-15.7228,-59.7679
-10.2232,-64.4699
-9.4280,-67.8419
-15.6924,-59.7610
-10.0246,-64.2742
-10.0188,-64.2753
-9.9647,-64.2459
-9.5556,-68.7201
-9.6974,-64.2207
-10.0003,-64.3051
-10.6819,-69.6493
-10.0020,-64.3137
-10.1612,-65.1498
-9.6513,-64.1070
-9.3644,-68.6356
-9.3652,-68.6400
-10.5624,-69.1015
-9.5712,-67.4469
-9.2954,-68.2983
-9.0624,-72.2330
-8.0158,-72.8233
-9.2798,-68.1294
-9.3110,-68.3131
-10.4149,-68.2845
-6.9898,-71.4897
-8.3656,-72.8371
-9.7267,-64.2467
-9.7608,-67.8604
-10.0179,-64.2708
-9.5630,-68.7366
-10.1928,-65.2268
-9.7599,-64.4243
-10.1934,-65.2305
-10.7897,-68.5132
-9.7607,-64.4287
-9.6918,-67.5462
-10.9293,-69.3148
-10.9299,-69.3186
-10.4409,-68.1966
-9.6446,-63.8434
-9.6710,-67.5391
-9.8987,-63.7784
-9.5637,-68.7408
-9.1819,-68.3003
-10.4104,-68.2853
-9.1406,-68.1416
-9.0588,-72.2336
-9.1786,-68.3630
-10.4316,-68.4052
-9.5415,-67.4467
-9.1524,-68.2376
-9.1478,-68.2384
-10.3945,-68.3249
-9.7504,-64.2104
-9.6667,-64.0908
-9.6005,-67.4739
-9.3920,-68.2626
-9.0585,-72.2083
-9.3070,-67.9067
-9.7744,-64.6924
-9.3078,-67.9116
-9.7536,-64.2278
-9.8012,-67.8550
-9.4036,-67.7845
-11.4383,-65.2913
-10.1195,-64.3951
-10.7133,-69.6626
-10.5367,-68.1243
-10.0881,-64.2579
-11.1663,-64.6039
-10.7139,-69.6662
-9.7957,-67.8509
-9.6676,-64.0953
-9.6227,-67.5157
-9.5329,-68.7195
-9.5337,-68.7238
-9.7801,-64.6914
-9.3401,-67.6439
-9.4194,-68.0941
-7.6902,-72.7798
-8.2716,-72.7705
-9.7854,-64.7195
-9.4036,-68.1651
-9.4185,-68.2495
-9.6318,-63.9072
-9.4136,-68.2744
-9.3912,-68.2579
-9.3194,-68.0605
-9.6241,-63.9320
-9.5263,-67.1614
-9.2998,-68.1376
-9.3911,-68.6580
-9.6344,-63.9862
-13.6292,-59.6569
-9.0838,-68.4151
-13.6319,-59.6450
-13.6335,-59.6526
-8.9227,-66.9762
-9.6471,-64.1342
-9.4842,-67.3198
-8.9841,-67.3541
-9.1387,-68.2399
-6.9831,-72.2935
-10.3898,-68.3153
-9.0506,-72.2054
-8.9130,-67.0090
-7.9033,-72.4086
-8.9141,-67.0148
-10.3913,-68.3241
-9.1233,-68.2327
-9.5986,-67.9616
-9.7072,-67.9894
-9.4202,-68.0988
-9.0685,-72.2024
-9.4482,-68.2589
-10.2560,-67.2846
-9.4595,-68.3235
-9.4505,-68.3251
-10.2569,-67.2898
-9.6180,-67.5165
-8.8550,-67.0011
-15.0589,-60.0442
-15.0603,-60.0511
-15.0635,-60.0655
-15.0618,-60.0580
-13.6275,-59.6495
-8.9855,-72.5239
-9.0368,-68.6236
-10.3233,-68.2764
-9.4523,-67.3089
-9.2996,-68.3007
-9.6445,-64.1036
-8.7795,-67.2383
-8.8240,-67.4840
-9.0386,-68.6234
-9.6313,-64.5372
-9.4764,-67.4417
-8.7776,-67.2369
-11.8388,-65.0019
-10.4676,-68.1638
-9.9767,-63.7220
-11.8334,-65.0029
-9.9626,-63.6819
-10.4684,-68.1684
-10.0861,-69.1586
-9.9564,-63.6825
-9.4242,-67.8476
-9.9879,-63.8433
-10.5045,-68.3788
-9.9888,-63.8479
-9.6962,-63.9189
-9.8004,-67.8501
-9.5568,-67.4494
-7.3903,-72.5508
-9.2962,-68.3029
-6.9390,-71.7782
-9.6505,-64.1025
-9.2790,-68.1246
-8.8203,-67.4833
-9.6643,-64.7120
-9.0178,-68.6363
-11.8517,-65.0018
-8.7272,-67.0944
-11.8456,-64.9993
-11.8402,-65.0003
-11.8348,-65.0013
-8.7183,-67.1019
-10.4846,-69.4517
-11.8557,-65.0023
-8.7588,-67.3314
-11.8550,-64.9988
-11.8503,-65.0033
-9.0288,-69.2133
-10.0203,-66.9149
-9.4543,-67.3113
-11.8436,-64.9974
-9.0252,-69.2182
-8.6910,-67.4192
-10.2091,-67.8384
-7.9068,-72.9336
-8.9667,-72.8422
-10.0021,-64.3091
-10.0263,-67.5387
-9.4484,-67.8342
-9.8974,-63.7777
-9.6479,-64.1386
-15.0536,-60.0529
-15.0551,-60.0600
-15.0520,-60.0458
-15.0468,-60.0546
-8.8550,-67.0015
-15.0486,-60.0629
-14.7343,-59.8087
-14.7114,-59.8046
-13.6596,-59.6585
-8.8555,-67.0044
-9.5981,-63.9026
-13.6579,-59.6508
-9.5627,-67.8672
-13.6507,-59.6524
-8.6920,-67.4246
-7.3684,-72.7140
-9.8876,-64.2161
-8.9659,-72.6048
-8.9487,-69.2352
-10.4822,-69.4525
-9.8885,-64.2204
-9.4534,-67.3059
-9.8537,-64.1876
-8.7838,-68.8819
-9.6141,-64.7672
-10.7077,-68.9868
-9.8049,-64.0244
-8.7847,-68.9129
-9.7989,-64.0255
-9.0008,-72.8449
-8.7833,-68.9573
-9.5631,-64.5241
-9.8309,-64.1962
-9.3978,-67.4421
-9.7981,-64.0210
-9.8208,-64.2073
-8.7654,-68.8805
-9.6084,-64.7683
-9.8149,-64.2082
-10.6923,-69.0750
-8.7930,-69.0388
-10.6930,-69.0790
-9.7590,-63.9451
-8.7886,-69.0395
-9.5681,-64.5833
-10.6881,-69.0758
-9.6245,-68.7262
-9.7333,-63.9082
-8.8111,-69.1945
-8.7883,-69.0430
-9.5500,-64.5822
-8.8090,-69.1943
-7.8193,-72.3452
-10.9197,-69.5991
-10.4611,-63.8362
-10.5950,-64.9777
-9.8524,-63.7715
-7.8155,-72.4473
-7.2929,-72.7379
-8.9247,-72.8249
-9.8783,-63.9083
-9.3442,-64.2557
-10.4580,-64.3170
-7.8543,-72.3095
-8.9752,-72.6399
-8.9767,-68.4761
-10.2131,-67.8394
-11.8565,-64.9973
-9.5643,-67.8650
-11.8571,-65.0008
-9.5969,-68.7746
-9.9378,-64.2243
-10.0908,-65.0444
-9.3451,-64.2600
-9.5977,-68.7789
-9.4514,-67.8378
-9.4014,-67.4899
-8.7822,-69.2456
-10.4122,-68.7857
-9.1928,-71.8995
-9.5450,-64.5874
-9.2071,-72.9541
-9.0026,-72.8566
-9.9638,-64.2415
-9.9212,-66.7414
